3780|37.78891|-122.46313
3781|37.77454|-122.48218
3782|37.76606|-122.49677
3783|37.71463|-122.39759
3784|37.77203|-122.43865
3785|37.77221|-122.43723
3786|37.72915|-122.45399
3787|37.77113|-122.47397
3788|37.80908|-122.36353
3789|37.81017|-122.36767
3790|37.73067|-122.4534
3791|37.73146|-122.42976
3792|37.78259|-122.39937
3793|37.82804|-122.36884
3794|37.76614|-122.4929
3795|37.77579|-122.40505
3796|37.74778|-122.41487
3797|37.77139|-122.46617
3798|37.77265|-122.46107
3799|37.72906|-122.45244
3800|37.75353|-122.41528
3801|37.7142|-122.38165
3802|37.76551|-122.50426
3803|37.75245|-122.41518
3804|37.76042|-122.4159
3805|37.78187|-122.41386
3806|37.77324|-122.45899
3807|37.75868|-122.41796
3808|37.772|-122.4389
3809|37.75599|-122.40947
3810|37.76838|-122.48503
3811|37.77187|-122.46202
3812|37.81046|-122.36744
3813|37.77099|-122.45687
3814|37.79555|-122.46906
3815|37.79824|-122.45504
3816|37.79441|-122.4014
3817|37.73984|-122.39127
3818|37.7094|-122.38289
3819|37.81058|-122.36752
3820|37.81731|-122.37228
3821|37.75912|-122.418
3822|37.77036|-122.4605
3823|37.7771|-122.44333
3824|37.78623|-122.39066
3825|37.74253|-122.43878
3826|37.76618|-122.49308
3827|37.76668|-122.5063
3828|37.82262|-122.37608
3829|37.74365|-122.43763
3830|37.71194|-122.41877
3831|37.77078|-122.38778
3832|37.76793|-122.48818
3833|37.81731|-122.37228
3834|37.8099|-122.36612
3835|37.75702|-122.39225
3836|37.74016|-122.43582
3837|37.73076|-122.43974
3838|37.76849|-122.41671
3839|37.78264|-122.4004
3840|37.76525|-122.41637
3841|37.76614|-122.4929
3842|37.78966|-122.45957
3843|37.70996|-122.41938
3844|37.7905|-122.43584
3845|37.78585|-122.483
3846|37.79821|-122.45511
3847|37.73076|-122.43986
3848|37.76403|-122.50985
3849|37.73556|-122.50611
3850|37.78222|-122.39986
3851|37.74196|-122.39501
3852|37.75493|-122.42702
3853|37.74276|-122.42879
3854|37.78751|-122.45933
3855|37.77528|-122.42042
3856|37.74238|-122.44013
3857|37.75884|-122.41577
3858|37.80034|-122.47816
3859|37.7913|-122.42244
3860|37.7726|-122.46581
3861|37.74067|-122.43864
3862|37.77324|-122.45899
3863|37.72905|-122.45117
3864|37.73998|-122.43755
3865|37.76189|-122.41827
3866|37.7701|-122.45372
3867|37.77338|-122.46588
3868|37.79389|-122.40219
3869|37.74239|-122.4407
3870|37.7884|-122.40357
3871|37.73081|-122.4398
3872|37.76747|-122.4334
3873|37.77219|-122.43735
3874|37.73887|-122.43662
3875|37.7254|-122.50371
3876|37.74287|-122.43806
3877|37.79805|-122.46903
3878|37.79114|-122.45185
3879|37.76029|-122.41811
3880|37.77097|-122.47615
3881|37.77343|-122.50576
3882|37.73235|-122.4141
3883|37.71231|-122.41772
3884|37.76421|-122.39081
3885|37.81054|-122.36464
3886|37.81015|-122.36743
3887|37.80896|-122.36883
3888|37.75782|-122.39021
3889|37.77259|-122.46652
